LEAID,STATE,NAME,GRAD_RATE_2015_16,ALL_RATE_1516,
3000097,MONTANA,North Star HS,15,GE50,
3000099,MONTANA,Heart Butte K-12 Schools,17,GE80,
3000101,MONTANA,Chester-Joplin-Inverness HS,18,GE80,
3000102,MONTANA,Dutton/Brady K-12 Schools,11,GE50,
3000654,MONTANA,Big Sky School K-12,8,GE50,
3000933,MONTANA,Shields Valley H S,19,GE80,
3001740,MONTANA,Absarokee H S,29,GE80,
3001860,MONTANA,Alberton K-12 Schools,9,GE50,
3002030,MONTANA,Anaconda H S,91,85-89,
3002250,MONTANA,Arlee H S,29,GE80,
3002450,MONTANA,Augusta H S,5,PS,
3002640,MONTANA,Bainville K-12 Schools,11,GE50,
3002730,MONTANA,Baker K-12 Schools,33,80-89,
3003090,MONTANA,Beaverhead County H S,89,85-89,
3003270,MONTANA,Belfry K-12 Schools,2,PS,
3003330,MONTANA,Belgrade H S,214,88,
3003450,MONTANA,Belt H S,20,GE80,
3003750,MONTANA,Big Sandy H S,14,GE50,
3003840,MONTANA,Bigfork H S,78,85-89,
3003900,MONTANA,Billings H S,1333,84,
3004500,MONTANA,Box Elder H S,33,60-69,
3004590,MONTANA,Bozeman H S,485,84,
3004800,MONTANA,Bridger K-12 Schools,12,GE50,
3004860,MONTANA,Powder River Co Dist H S,26,GE80,
3004920,MONTANA,Broadview H S,13,GE50,
3004980,MONTANA,Townsend K-12 Schools,52,70-79,
3005040,MONTANA,Brockton H S,7,GE50,
3005190,MONTANA,Browning H S,147,60-64,
3005310,MONTANA,Butte H S,320,82,
3005610,MONTANA,Carter County H S,13,GE50,
3005910,MONTANA,Cascade H S,21,GE80,
3006110,MONTANA,St Ignatius K-12 Schools,28,GE80,
3006115,MONTANA,Charlo H S,26,GE80,
3006270,MONTANA,Chinook H S,34,70-79,
3006330,MONTANA,Choteau H S,33,GE90,
3006810,MONTANA,Circle H S,16,GE80,
3007080,MONTANA,Colstrip H S,57,GE90,
3007140,MONTANA,Columbia Falls H S,147,85-89,
3007200,MONTANA,Columbus H S,57,80-89,
3007320,MONTANA,Conrad H S,44,80-89,
3007410,MONTANA,Corvallis K-12 Schools,89,GE95,
3007860,MONTANA,Culbertson H S,16,GE80,
3007930,MONTANA,Custer County H S,146,90-94,
3008130,MONTANA,Custer K-12 Schools,8,GE50,
3008190,MONTANA,Cut Bank H S,43,GE90,
3008280,MONTANA,Darby K-12 Schools,24,60-79,
3008340,MONTANA,Dawson H S,93,85-89,
3008850,MONTANA,Denton H S,9,GE50,
3009120,MONTANA,Dodson K-12,4,PS,
3009210,MONTANA,Drummond H S,21,GE80,
3009930,MONTANA,Ennis K-12 Schools,21,GE80,
3010170,MONTANA,Fairfield H S,23,GE80,
3010290,MONTANA,Fairview H S,21,GE80,
3010530,MONTANA,Fergus H S,85,85-89,
3011100,MONTANA,Florence-Carlton K-12 Schls,78,90-94,
3011190,MONTANA,Forsyth H S,32,GE90,
3011260,MONTANA,Fort Benton H S,17,GE80,
3011460,MONTANA,Frazer H S,4,PS,
3011520,MONTANA,Frenchtown K-12 Schools,89,GE95,
3011580,MONTANA,Froid H S,7,GE50,
3011650,MONTANA,Fromberg K-12,12,GE50,
3011850,MONTANA,Gardiner H S,22,GE80,
3011880,MONTANA,Garfield County H S,17,GE80,
3012210,MONTANA,Geraldine K-12,6,GE50,
3012300,MONTANA,Geyser H S,4,PS,
3012420,MONTANA,Glasgow K-12 Schools,72,GE95,
3012840,MONTANA,Philipsburg K-12 Schools,16,GE80,
3012990,MONTANA,Grass Range H S,4,PS,
3013050,MONTANA,Great Falls H S,754,83,
3013260,MONTANA,Hamilton K-12 Schools,135,GE95,
3013340,MONTANA,Hardin H S,113,70-74,
3013360,MONTANA,Plenty Coups H S,14,GE50,
3013400,MONTANA,Harlem H S,36,60-69,
3013470,MONTANA,Harlowton H S,13,GE50,
3013530,MONTANA,Harrison K-12 Schools,9,GE50,
3013590,MONTANA,Havre H S,142,75-79,
3013660,MONTANA,Hays-Lodge Pole K-12 Schls,15,GE50,
3013830,MONTANA,Helena H S,763,86,
3014070,MONTANA,Highwood K-12,6,GE50,
3014370,MONTANA,Hinsdale H S,5,PS,
3014430,MONTANA,Hobson K-12 Schools,12,GE50,
3014640,MONTANA,Hot Springs K-12,11,GE50,
3014700,MONTANA,Huntley Project K-12 Schools,60,GE90,
3014760,MONTANA,Hysham K-12 Schools,6,GE50,
3015120,MONTANA,Jefferson H S,65,85-89,
3015260,MONTANA,Joliet H S,29,GE80,
3015420,MONTANA,Flathead H S,767,87,
3016020,MONTANA,Lambert H S,14,GE50,
3016230,MONTANA,Laurel H S,172,90-94,
3016290,MONTANA,Lavina K-12 Schools,4,PS,
3016530,MONTANA,Libby K-12 Schools,75,85-89,
3016710,MONTANA,Lima K-12 Schools,5,PS,
3016770,MONTANA,Lincoln County H S,53,GE90,
3016810,MONTANA,Lincoln K-12 Schools,9,GE50,
3017040,MONTANA,Lodge Grass H S,45,50-59,
3017580,MONTANA,Malta K-12 Schools,39,GE90,
3017640,MONTANA,Manhattan High School,48,GE90,
3018170,MONTANA,Medicine Lake K-12 Schools,6,GE50,
3018270,MONTANA,Melstone H S,5,PS,
3018540,MONTANA,Missoula H S,902,88,
3018900,MONTANA,Moore H S,7,GE50,
3019170,MONTANA,Nashua K-12 Schools,9,GE50,
3019500,MONTANA,Noxon H S,16,GE80,
3019740,MONTANA,Opheim K-12 Schools,2,PS,
3020070,MONTANA,Park City H S,24,GE80,
3020100,MONTANA,Park H S,135,GE95,
3020850,MONTANA,Plains H S,37,80-89,
3020960,MONTANA,Plentywood K-12 Schools,25,GE80,
3021000,MONTANA,Plevna K-12 Schools,5,PS,
3021090,MONTANA,Polson H S,109,85-89,
3021270,MONTANA,Poplar H S,72,35-39,
3021450,MONTANA,Powell County H S,53,GE90,
3021540,MONTANA,Power H S,9,GE50,
3021900,MONTANA,Rapelje H S,5,PS,
3022110,MONTANA,Red Lodge H S,37,GE90,
3022260,MONTANA,Reed Point H S,3,PS,
3022410,MONTANA,Richey H S,4,PS,
3022710,MONTANA,Roberts K-12 Schools,10,GE50,
3022800,MONTANA,Ronan H S,63,80-84,
3022920,MONTANA,Rosebud K-12,7,GE50,
3023070,MONTANA,Roundup High School,50,GE90,
3023160,MONTANA,Roy K-12 Schools,6,GE50,
3023340,MONTANA,Ryegate K-12 Schools,1,PS,
3023400,MONTANA,Saco H S,4,PS,
3023550,MONTANA,Savage H S,8,GE50,
3023670,MONTANA,Scobey K-12 Schools,19,GE80,
3023910,MONTANA,Shelby H S,40,GE90,
3023970,MONTANA,Shepherd H S,59,GE90,
3024180,MONTANA,Sheridan H S,12,GE50,
3024230,MONTANA,Sidney H S,117,85-89,
3024330,MONTANA,Simms H S,19,GE80,
3024930,MONTANA,St Regis K-12 Schools,7,GE50,
3024990,MONTANA,Stanford K-12 Schools,4,PS,
3025050,MONTANA,Stevensville H S,95,GE95,
3025140,MONTANA,Centerville H S,13,GE50,
3025320,MONTANA,Sunburst K-12 Schools,17,GE80,
3025470,MONTANA,Superior K-12 Schools,19,60-79,
3025560,MONTANA,Sweet Grass County H S,46,GE90,
3025950,MONTANA,Terry K-12 Schools,12,GE50,
3026100,MONTANA,Thompson Falls H S,42,GE90,
3026190,MONTANA,Three Forks H S,35,GE90,
3026580,MONTANA,Troy H S,38,80-89,
3026670,MONTANA,Turner H S,3,PS,
3026730,MONTANA,Twin Bridges K-12 Schools,25,GE80,
3027090,MONTANA,Valier H S,13,GE50,
3027270,MONTANA,Victor K-12 Schools,19,GE80,
3027630,MONTANA,West Yellowstone K-12,12,GE50,
3027730,MONTANA,Westby K-12 Schools,5,PS,
3027790,MONTANA,Whitefish H S,131,85-89,
3027840,MONTANA,Whitehall H S,30,GE80,
3027930,MONTANA,Whitewater K-12 Schools,6,GE50,
3028020,MONTANA,Wibaux K-12 Schools,8,GE50,
3028170,MONTANA,Willow Creek H S,5,PS,
3028380,MONTANA,Winifred K-12 Schools,10,GE50,
3028470,MONTANA,Winnett K-12 Schools,6,GE50,
3028620,MONTANA,Wolf Point H S,52,60-69,
3028770,MONTANA,White Sulphur Spgs K-12,18,GE80,
3028911,MONTANA,Rocky Boy H S,37,40-49,
3100002,NEBRASKA,DAVID CITY PUBLIC SCHOOLS,61,90-94,
3100003,NEBRASKA,EAST BUTLER PUBLIC SCHOOLS,29,GE80,
3100004,NEBRASKA,LAUREL-CONCORD-COLERIDGE SCHOOL,30,GE80,
3100006,NEBRASKA,WEST POINT PUBLIC SCHOOLS,64,GE95,
3100008,NEBRASKA,WISNER-PILGER PUBLIC SCHOOLS,42,GE90,
3100010,NEBRASKA,ANSELMO-MERNA PUBLIC SCHOOLS,16,GE80,
3100011,NEBRASKA,BROKEN BOW PUBLIC SCHOOLS,67,90-94,
3100012,NEBRASKA,CALLAWAY PUBLIC SCHOOLS,12,GE50,
3100015,NEBRASKA,CAMBRIDGE PUBLIC SCHOOLS,22,GE80,
3100016,NEBRASKA,GRAND ISLAND PUBLIC SCHOOLS,587,87,
3100018,NEBRASKA,WAUNETA-PALISADE PUBLIC SCHS,13,GE50,
3100020,NEBRASKA,EWING PUBLIC SCHOOLS,6,GE50,
3100021,NEBRASKA,WAVERLY SCHOOL DISTRICT 145,146,GE95,
3100022,NEBRASKA,NORTH PLATTE PUBLIC SCHOOLS,313,89,
3100023,NEBRASKA,MAXWELL PUBLIC SCHOOLS,16,GE80,
3100024,NEBRASKA,SUTHERLAND PUBLIC SCHOOLS,22,GE80,
3100025,NEBRASKA,ELKHORN VALLEY SCHOOLS,17,GE80,
3100029,NEBRASKA,SUPERIOR PUBLIC SCHOOLS,28,GE80,
3100034,NEBRASKA,ASHLAND-GREENWOOD PUBLIC SCHS,61,GE95,
3100041,NEBRASKA,STANTON COMMUNITY SCHOOLS,37,GE90,
3100046,NEBRASKA,KEARNEY WEST HIGH SCHOOL,20,LE20,
3100047,NEBRASKA,PINE RIDGE JOB CORPS,95,20-24,
3100051,NEBRASKA,GENEVA NORTH SCHOOL,19,40-59,
3100059,NEBRASKA,UNIVERSITY OF NEBRASKA HIGH SCHOOL,34,30-39,
3100065,NEBRASKA,FRANKLIN PUBLIC SCHOOLS,25,GE80,
3100066,NEBRASKA,SILVER LAKE PUBLIC SCHOOLS,13,GE50,
3100067,NEBRASKA,BANNER COUNTY PUBLIC SCHOOLS,11,GE50,
3100070,NEBRASKA,AMHERST PUBLIC SCHOOLS,33,GE90,
3100071,NEBRASKA,TEKAMAH-HERMAN COMMUNITY SCHS,42,GE90,
3100072,NEBRASKA,LEYTON PUBLIC SCHOOLS,24,GE80,
3100073,NEBRASKA,ARNOLD PUBLIC SCHOOLS,13,GE50,
3100076,NEBRASKA,SCRIBNER-SNYDER COMMUNITY SCHS,18,GE80,
3100077,NEBRASKA,DUNDY CO STRATTON PUBLIC SCHS,23,GE80,
3100080,NEBRASKA,ALMA PUBLIC SCHOOLS,20,GE80,
3100082,NEBRASKA,STUART PUBLIC SCHOOLS,13,GE50,
3100085,NEBRASKA,ST PAUL PUBLIC SCHOOLS,49,GE90,
3100088,NEBRASKA,NORRIS SCHOOL DIST 160,146,GE95,
3100089,NEBRASKA,PALMER PUBLIC SCHOOLS,13,GE50,
3100090,NEBRASKA,BAYARD PUBLIC SCHOOLS,27,GE80,
3100091,NEBRASKA,FULLERTON PUBLIC SCHOOLS,31,GE90,
3100095,NEBRASKA,CRETE PUBLIC SCHOOLS,107,GE95,
3100096,NEBRASKA,FRIEND PUBLIC SCHOOLS,23,GE80,
3100097,NEBRASKA,MORRILL PUBLIC SCHOOLS,23,GE80,
3100098,NEBRASKA,GERING PUBLIC SCHOOLS,141,85-89,
3100099,NEBRASKA,CENTENNIAL PUBLIC SCHOOLS,30,GE80,
3100105,NEBRASKA,BRIDGEPORT PUBLIC SCHOOLS,38,80-89,
3100109,NEBRASKA,SOUTHERN VALLEY SCHOOLS,28,GE80,
3100110,NEBRASKA,SOUTH PLATTE PUBLIC SCHOOLS,14,GE50,
3100111,NEBRASKA,EUSTIS-FARNAM PUBLIC SCHOOLS,14,GE50,
3100112,NEBRASKA,LAKEVIEW COMMUNITY SCHOOLS,58,80-89,
3100114,NEBRASKA,LOGAN VIEW PUBLIC SCHOOLS,38,GE90,
3100115,NEBRASKA,NORTH BEND CENTRAL PUBLIC SCHS,41,GE90,
3100116,NEBRASKA,FREEMAN PUBLIC SCHOOLS,31,GE90,
3100117,NEBRASKA,HEARTLAND COMMUNITY SCHOOLS,23,GE80,
3100118,NEBRASKA,FILLMORE CENTRAL PUBLIC SCHS,41,GE90,
3100119,NEBRASKA,NEBRASKA UNIFIED DISTRICT 1,45,GE90,
3100120,NEBRASKA,HITCHCOCK CO SCH SYSTEM,11,GE50,
3100121,NEBRASKA,DONIPHAN-TRUMBULL PUBLIC SCHS,33,GE90,
3100122,NEBRASKA,SOUTH CENTRAL NEBRASKA UNIFIED 5,55,GE90,
3100123,NEBRASKA,HIGH PLAINS COMMUNITY SCHOOLS,18,GE80,
3100124,NEBRASKA,BRUNING-DAVENPORT UNIFIED SYS,15,GE50,
3100125,NEBRASKA,DILLER-ODELL PUBLIC SCHOOLS,12,GE50,
3100129,NEBRASKA,TWIN RIVER PUBLIC SCHOOLS,40,GE90,
3100130,NEBRASKA,CROSS COUNTY COMMUNITY SCHOOLS,30,GE80,
3100132,NEBRASKA,THAYER CENTRAL COMMUNITY SCHS,26,GE80,
3100133,NEBRASKA,EXETER-MILLIGAN PUBLIC SCHOOLS,14,GE50,
3100134,NEBRASKA,WILCOX-HILDRETH PUBLIC SCHOOLS,19,GE80,
3100140,NEBRASKA,CREEK VALLEY SCHOOLS,22,GE80,
3100141,NEBRASKA,EMERSON-HUBBARD PUBLIC SCHOOLS,20,GE80,
3100157,NEBRASKA,PERKINS COUNTY SCHOOLS,28,GE80,
3100163,NEBRASKA,CHASE COUNTY SCHOOLS,39,GE90,
3100165,NEBRASKA,DOUGLAS CO WEST COMMUNITY SCHS,69,90-94,
3100170,NEBRASKA,GORDON-RUSHVILLE PUBLIC SCHS,37,GE90,
3100172,NEBRASKA,WEST HOLT PUBLIC SCHOOLS,20,GE80,
3100176,NEBRASKA,JOHNSON CO CENTRAL PUBLIC SCHS,48,80-89,
3100177,NEBRASKA,NE CORRECTIONAL YOUTH FACILITY,23,60-79,
3100178,NEBRASKA,SOUTHWEST PUBLIC SCHOOLS,21,GE80,
3100179,NEBRASKA,HUMBOLDT TABLE ROCK STEINAUER,24,GE80,
3100180,NEBRASKA,WEST BOYD SCHOOL DISTRICT,20,GE80,
3100183,NEBRASKA,HOWELLS-DODGE CONSOLIDATED SCHOOLS,21,GE80,
3100184,NEBRASKA,RIVERSIDE PUBLIC SCHOOLS,19,GE80,
3100185,NEBRASKA,CENTRAL VALLEY PUBLIC SCHOOLS,29,GE80,
3101992,NEBRASKA,ELMWOOD-MURDOCK PUBLIC SCHOOLS,36,GE90,
3102770,NEBRASKA,ADAMS CENTRAL PUBLIC SCHOOLS,80,GE95,
3102790,NEBRASKA,AINSWORTH COMMUNITY SCHOOLS,42,GE90,
3102820,NEBRASKA,BOONE CENTRAL SCHOOLS,50,GE90,
3102880,NEBRASKA,ALLEN CONSOLIDATED SCHOOLS,25,GE80,
3102910,NEBRASKA,ALLIANCE PUBLIC SCHOOLS,102,85-89,
3103060,NEBRASKA,ANSLEY PUBLIC SCHOOLS,17,GE80,
3103090,NEBRASKA,ARAPAHOE PUBLIC SCHOOLS,28,GE80,
3103120,NEBRASKA,ARCADIA PUBLIC SCHOOLS,14,GE50,
3103130,NEBRASKA,ARLINGTON PUBLIC SCHOOLS,39,GE90,
3103210,NEBRASKA,ARTHUR COUNTY SCHOOLS,9,GE50,
3103330,NEBRASKA,AUBURN PUBLIC SCHOOLS,64,90-94,
3103360,NEBRASKA,AURORA PUBLIC SCHOOLS,95,GE95,
3103420,NEBRASKA,AXTELL COMMUNITY SCHOOLS,29,GE80,
3103440,NEBRASKA,BANCROFT-ROSALIE COMM SCHOOLS,15,GE50,
3103540,NEBRASKA,BATTLE CREEK PUBLIC SCHOOLS,32,GE90,
3103600,NEBRASKA,BEATRICE PUBLIC SCHOOLS,169,85-89,
3103810,NEBRASKA,BELLEVUE PUBLIC SCHOOLS,756,91,
3103990,NEBRASKA,BENNINGTON PUBLIC SCHOOLS,91,90-94,
3104020,NEBRASKA,BERTRAND PUBLIC SCHOOLS,24,GE80,
3104100,NEBRASKA,BLAIR COMMUNITY SCHOOLS,179,90-94,
3104140,NEBRASKA,BLOOMFIELD COMMUNITY SCHOOLS,15,GE50,
3104200,NEBRASKA,BLUE HILL PUBLIC SCHOOLS,28,GE80,
3104290,NEBRASKA,BRADY PUBLIC SCHOOLS,20,GE80,
3104640,NEBRASKA,BURWELL PUBLIC SCHOOLS,31,GE90,
3104870,NEBRASKA,CEDAR BLUFFS PUBLIC SCHOOLS,25,GE80,
3104920,NEBRASKA,CENTRAL CITY PUBLIC SCHOOLS,60,80-89,
3104950,NEBRASKA,RAYMOND CENTRAL PUBLIC SCHOOLS,46,GE90,
3104980,NEBRASKA,CHADRON PUBLIC SCHOOLS,58,GE90,
3105010,NEBRASKA,CHAMBERS PUBLIC SCHOOLS,11,GE50,
3105160,NEBRASKA,CLARKSON PUBLIC SCHOOLS,21,GE80,
3105280,NEBRASKA,CODY-KILGORE PUBLIC SCHS,12,GE50,
3105340,NEBRASKA,COLUMBUS PUBLIC SCHOOLS,310,86,
3105460,NEBRASKA,COZAD COMMUNITY SCHOOLS,67,GE95,
3105520,NEBRASKA,CRAWFORD PUBLIC SCHOOLS,17,GE80,
3105550,NEBRASKA,CREIGHTON COMMUNITY PUBLIC SCHOOLS,21,GE80,
3105630,NEBRASKA,CROFTON COMMUNITY SCHOOLS,28,GE80,
3105910,NEBRASKA,DESHLER PUBLIC SCHOOLS,21,GE80,
3105970,NEBRASKA,TRI COUNTY PUBLIC SCHOOLS,26,GE80,
3109120,NEBRASKA,HAYES CENTER PUBLIC SCHOOLS,8,GE50,
3119560,NEBRASKA,UMO N HO N NATION PUBLIC SCHS,28,40-59,
3162950,NEBRASKA,CENTURA PUBLIC SCHOOLS,26,GE80,
3169840,NEBRASKA,DORCHESTER PUBLIC SCHOOL,16,GE80,
3170020,NEBRASKA,ELBA PUBLIC SCHOOLS,5,PS,
3170050,NEBRASKA,ELGIN PUBLIC SCHOOLS,11,GE50,
3170110,NEBRASKA,ELKHORN PUBLIC SCHOOLS,463,98,
3170140,NEBRASKA,ELM CREEK PUBLIC SCHOOLS,32,GE90,
3170220,NEBRASKA,ELWOOD PUBLIC SCHOOLS,18,GE80,
3170440,NEBRASKA,FAIRBURY PUBLIC SCHOOLS,63,90-94,
3170530,NEBRASKA,FALLS CITY PUBLIC SCHOOLS,63,85-89,
3170650,NEBRASKA,FORT CALHOUN COMMUNITY SCHS,50,GE90,
3170710,NEBRASKA,FREMONT PUBLIC SCHOOLS,355,86,
3170800,NEBRASKA,GARDEN COUNTY SCHOOLS,18,GE80,
3170980,NEBRASKA,GIBBON PUBLIC SCHOOLS,52,GE90,
3171010,NEBRASKA,GILTNER PUBLIC SCHOOLS,15,GE50,
3171100,NEBRASKA,GOTHENBURG PUBLIC SCHOOLS,69,GE95,
3171220,NEBRASKA,GRETNA PUBLIC SCHOOLS,208,97,
3171370,NEBRASKA,HAMPTON PUBLIC SCHOOLS,15,GE50,
3171520,NEBRASKA,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,31,80-89,
3171550,NEBRASKA,HARVARD PUBLIC SCHOOLS,27,GE80,
3171580,NEBRASKA,HASTINGS PUBLIC SCHOOLS,260,88,
3171610,NEBRASKA,HAY SPRINGS PUBLIC SCHOOLS,10,GE50,
3171730,NEBRASKA,HEMINGFORD PUBLIC SCHOOLS,32,80-89,
3171820,NEBRASKA,HERSHEY PUBLIC SCHOOLS,35,GE90,
3171940,NEBRASKA,HOLDREGE PUBLIC SCHOOLS,89,90-94,
3172000,NEBRASKA,HOMER COMMUNITY SCHOOLS,31,GE90,
3172150,NEBRASKA,HUMPHREY PUBLIC SCHOOLS,29,GE80,
3172210,NEBRASKA,HYANNIS AREA SCHOOLS,10,GE50,
3172335,NEBRASKA,JOHNSON-BROCK PUBLIC SCHOOLS,15,GE50,
3172390,NEBRASKA,KEARNEY PUBLIC SCHOOLS,379,94,
3172420,NEBRASKA,KENESAW PUBLIC SCHOOLS,20,GE80,
3172480,NEBRASKA,KEYA PAHA COUNTY SCHOOLS,7,GE50,
3172570,NEBRASKA,KIMBALL PUBLIC SCHOOLS,40,GE90,
3172720,NEBRASKA,LEIGH COMMUNITY SCHOOLS,12,GE50,
3172780,NEBRASKA,LEWISTON CONSOLIDATED SCHOOLS,12,GE50,
3172810,NEBRASKA,LEXINGTON PUBLIC SCHOOLS,197,85-89,
3172840,NEBRASKA,LINCOLN PUBLIC SCHOOLS,2547,83,
3172910,NEBRASKA,LITCHFIELD PUBLIC SCHOOLS,5,PS,
3172990,NEBRASKA,LOOMIS PUBLIC SCHOOLS,17,GE80,
3173050,NEBRASKA,LOUISVILLE PUBLIC SCHOOLS,44,GE90,
3173090,NEBRASKA,LOUP CITY PUBLIC SCHOOLS,20,GE80,
3173120,NEBRASKA,LOUP COUNTY PUBLIC SCHOOLS,8,GE50,
3173170,NEBRASKA,LYNCH PUBLIC SCHOOLS,8,GE50,
3173210,NEBRASKA,LYONS-DECATUR NORTHEAST SCHS,26,GE80,
3173230,NEBRASKA,MADISON PUBLIC SCHOOLS,45,GE90,
3173290,NEBRASKA,MALCOLM PUBLIC SCHOOLS,41,GE90,
3173440,NEBRASKA,MAYWOOD PUBLIC SCHOOLS,11,GE50,
3173470,NEBRASKA,MC COOK PUBLIC SCHOOLS,102,GE95,
3173500,NEBRASKA,MC COOL JUNCTION PUBLIC SCHS,22,GE80,
3173560,NEBRASKA,MC PHERSON COUNTY SCHOOLS,8,GE50,
3173590,NEBRASKA,MEAD PUBLIC SCHOOLS,19,60-79,
3173600,NEBRASKA,MEDICINE VALLEY PUBLIC SCHOOLS,14,GE50,
3173660,NEBRASKA,MERIDIAN PUBLIC SCHOOLS,18,GE80,
3173710,NEBRASKA,MILFORD PUBLIC SCHOOLS,55,GE90,
3173740,NEBRASKA,MILLARD PUBLIC SCHOOLS,1762,92,
3173800,NEBRASKA,MINATARE PUBLIC SCHOOLS,10,GE50,
3173830,NEBRASKA,MINDEN PUBLIC SCHOOLS,60,GE90,
3173890,NEBRASKA,MITCHELL PUBLIC SCHOOLS,42,GE90,
3174040,NEBRASKA,MULLEN PUBLIC SCHOOLS,16,GE80,
3174160,NEBRASKA,NEBRASKA CITY PUBLIC SCHOOLS,112,85-89,
3174200,NEBRASKA,CONESTOGA PUBLIC SCHOOLS,49,GE90,
3174220,NEBRASKA,NELIGH-OAKDALE SCHOOLS,36,GE90,
3174340,NEBRASKA,NEWMAN GROVE PUBLIC SCHOOLS,12,GE50,
3174370,NEBRASKA,NIOBRARA PUBLIC SCHOOLS,14,GE50,
3174430,NEBRASKA,NORFOLK PUBLIC SCHOOLS,322,91,
3174580,NEBRASKA,NORTHWEST PUBLIC SCHOOLS,191,GE95,
3174640,NEBRASKA,OAKLAND CRAIG PUBLIC SCHOOLS,37,80-89,
3174760,NEBRASKA,OGALLALA PUBLIC SCHOOLS,73,90-94,
3174820,NEBRASKA,OMAHA PUBLIC SCHOOLS,3274,79,
3174850,NEBRASKA,O'NEILL PUBLIC SCHOOLS,56,GE90,
3174940,NEBRASKA,ORD PUBLIC SCHOOLS,39,GE90,
3175000,NEBRASKA,OSCEOLA PUBLIC SCHOOLS,18,GE80,
3175030,NEBRASKA,OSMOND COMMUNITY SCHOOLS,18,GE80,
3175060,NEBRASKA,OVERTON PUBLIC SCHOOLS,13,GE50,
3175210,NEBRASKA,PALMYRA DISTRICT O R 1,27,GE80,
3175270,NEBRASKA,PAPILLION-LA VISTA PUBLIC SCHS,849,96,
3175330,NEBRASKA,PAWNEE CITY PUBLIC SCHOOLS,29,GE80,
3175360,NEBRASKA,PAXTON CONSOLIDATED SCHOOLS,13,GE50,
3175390,NEBRASKA,PENDER PUBLIC SCHOOLS,28,GE80,
3175510,NEBRASKA,PIERCE PUBLIC SCHOOLS,59,GE90,
3175570,NEBRASKA,PLAINVIEW PUBLIC SCHOOLS,24,GE80,
3175630,NEBRASKA,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,91,GE95,
3175660,NEBRASKA,PLATTSMOUTH COMMUNITY SCHOOLS,132,85-89,
3175690,NEBRASKA,PLEASANTON PUBLIC SCHOOLS,15,GE50,
3175770,NEBRASKA,PONCA PUBLIC SCHOOLS,27,GE80,
3175810,NEBRASKA,POTTER-DIX PUBLIC SCHOOLS,15,GE50,
3175900,NEBRASKA,RALSTON PUBLIC SCHOOLS,243,86,
3175930,NEBRASKA,RANDOLPH PUBLIC SCHOOLS,20,GE80,
3175960,NEBRASKA,RAVENNA PUBLIC SCHOOLS,39,GE90,
3175990,NEBRASKA,RED CLOUD COMMUNITY SCHOOLS,15,GE50,
3176170,NEBRASKA,ROCK COUNTY PUBLIC SCHOOLS,14,GE50,
3176380,NEBRASKA,SANDHILLS PUBLIC SCHOOLS,8,GE50,
3176400,NEBRASKA,SANTEE COMMUNITY SCHOOLS,13,GE50,
3176410,NEBRASKA,SARGENT PUBLIC SCHOOLS,10,GE50,
3176450,NEBRASKA,SCHUYLER COMMUNITY SCHOOLS,110,80-84,
3176470,NEBRASKA,SCOTTSBLUFF PUBLIC SCHOOLS,205,92,
3176560,NEBRASKA,SEWARD PUBLIC SCHOOLS,131,90-94,
3176590,NEBRASKA,SHELBY - RISING CITY PUBLIC SCHOOLS,24,GE80,
3176620,NEBRASKA,SHELTON PUBLIC SCHOOLS,24,GE80,
3176650,NEBRASKA,SHICKLEY PUBLIC SCHOOLS,4,PS,
3176710,NEBRASKA,SIDNEY PUBLIC SCHOOLS,86,GE95,
3176800,NEBRASKA,SIOUX COUNTY PUBLIC SCHOOLS,5,PS,
3176860,NEBRASKA,SO SIOUX CITY COMMUNITY SCHS,280,88,
3176980,NEBRASKA,ST EDWARD PUBLIC SCHOOLS,16,GE80,
3177100,NEBRASKA,STAPLETON PUBLIC SCHOOLS,16,GE80,
3177180,NEBRASKA,SOUTHERN SCHOOL DIST 1,30,GE80,
3177190,NEBRASKA,STERLING PUBLIC SCHOOLS,17,GE80,
3177340,NEBRASKA,SUMNER-EDDYVILLE-MILLER SCHS,15,GE50,
3177520,NEBRASKA,SUTTON PUBLIC SCHOOLS,24,GE80,
3177550,NEBRASKA,SYRACUSE-DUNBAR-AVOCA SCHOOLS,62,GE95,
3177730,NEBRASKA,THEDFORD PUBLIC SCHOOLS,10,GE50,
3178020,NEBRASKA,VALENTINE COMMUNITY SCHOOLS,48,GE90,
3178210,NEBRASKA,WAHOO PUBLIC SCHOOLS,60,GE90,
3178240,NEBRASKA,WAKEFIELD PUBLIC SCHOOLS,30,GE80,
3178260,NEBRASKA,WALLACE PUBLIC SCH DIST 65 R,9,GE50,
3178300,NEBRASKA,WALTHILL PUBLIC SCHOOLS,18,GE80,
3178450,NEBRASKA,WAUSA PUBLIC SCHOOLS,17,GE80,
3178520,NEBRASKA,WAYNE COMMUNITY SCHOOLS,56,80-89,
3178540,NEBRASKA,WEEPING WATER PUBLIC SCHOOLS,31,GE90,
3178660,NEBRASKA,WESTSIDE COMMUNITY SCHOOLS,482,94,
3178670,NEBRASKA,WHEELER CENTRAL SCHOOLS,8,GE50,
3178720,NEBRASKA,WILBER-CLATONIA PUBLIC SCHOOLS,42,GE90,
3178810,NEBRASKA,WINNEBAGO PUBLIC SCHOOLS,42,80-89,
