STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
VIRGINIA,51,5103130,PRINCE WILLIAM CO PBLC SCHS,6188,87,,,484,93,1366,85,1760,79,,,2151,93,621,55,1983,78,499,58,1-Jul-17
VIRGINIA,51,5103150,PULASKI CO PBLC SCHS,326,84,,,4,PS,14,GE50,9,GE50,,,292,85-89,59,30-39,148,70-74,2,PS,1-Jul-17
VIRGINIA,51,5103180,RADFORD CITY PBLC SCHS,119,87,,,3,PS,12,GE50,2,PS,,,95,85-89,24,40-59,48,60-69,1,PS,1-Jul-17
VIRGINIA,51,5103210,RAPPAHANNOCK CO PBLC SCHS,65,87,,,,,5,PS,3,PS,,,55,80-89,12,GE50,11,GE50,,,1-Jul-17
VIRGINIA,51,5103240,RICHMOND CITY PBLC SCHS,1503,68,,,12,GE50,1260,67,102,50-54,,,122,85-89,374,30,1064,66,52,30-39,1-Jul-17
VIRGINIA,51,5103270,RICHMOND CO PBLC SCHS,90,92,,,1,PS,22,GE80,11,GE50,,,49,GE90,12,GE50,47,80-89,4,PS,1-Jul-17
VIRGINIA,51,5103300,ROANOKE CITY PBLC SCHS,852,79,,,25,GE80,428,78,53,70-79,,,315,80,109,25-29,396,76,37,60-69,1-Jul-17
VIRGINIA,51,5103330,ROANOKE CO PBLC SCHS,1228,91,,,34,GE90,83,85-89,48,80-89,,,1005,92,149,60-64,274,80-84,21,GE80,1-Jul-17
VIRGINIA,51,5103370,ROCKBRIDGE CO PBLC SCHS,268,89,,,2,PS,8,GE50,11,GE50,,,235,85-89,26,40-59,103,85-89,2,PS,1-Jul-17
VIRGINIA,51,5103390,ROCKINGHAM CO PBLC SCHS,869,92,,,6,GE50,12,GE50,102,85-89,,,716,93,55,60-69,275,85-89,21,60-79,1-Jul-17
VIRGINIA,51,5103420,RUSSELL CO PBLC SCHS,311,88,,,,,,,2,PS,,,306,89,47,60-69,162,80-84,,,1-Jul-17
VIRGINIA,51,5103460,SALEM CITY PBLC SCHS,292,91,,,6,GE50,28,GE80,10,GE50,,,236,90-94,42,60-69,58,80-89,2,PS,1-Jul-17
VIRGINIA,51,5103480,SCOTT CO PBLC SCHS,278,88,,,1,PS,2,PS,2,PS,,,268,85-89,39,40-49,141,80-84,1,PS,1-Jul-17
VIRGINIA,51,5103510,SHENANDOAH CO PBLC SCHS,471,89,,,5,PS,7,GE50,45,80-89,,,402,91,56,50-59,149,80-84,11,GE50,1-Jul-17
VIRGINIA,51,5103520,SMYTH CO PBLC SCHS,335,90,,,2,PS,5,PS,12,GE50,,,314,90,43,50-59,144,85-89,4,PS,1-Jul-17
VIRGINIA,51,5103600,SOUTHAMPTON CO PBLC SCHS,191,82,,,1,PS,74,70-74,2,PS,,,113,85-89,22,21-39,62,70-74,,,1-Jul-17
VIRGINIA,51,5103640,SPOTSYLVANIA CO PBLC SCHS,1915,86,,,58,80-89,367,82,225,80-84,,,1173,88,183,50-54,497,80,41,60-69,1-Jul-17
VIRGINIA,51,5103660,STAFFORD CO PBLC SCHS,2302,90,,,70,85-89,465,86,327,84,,,1269,93,194,55-59,556,79,70,55-59,1-Jul-17
VIRGINIA,51,5103690,STAUNTON CITY PBLC SCHS,200,87,,,5,PS,36,70-79,4,PS,,,145,85-89,27,21-39,63,75-79,1,PS,1-Jul-17
VIRGINIA,51,5103710,SUFFOLK CITY PBLC SCHS,1058,83,,,11,GE50,619,82,45,80-89,,,333,86,135,45-49,331,77,2,PS,1-Jul-17
VIRGINIA,51,5103750,SURRY CO PBLC SCHS,66,92,,,,,39,GE90,,,,,27,GE80,8,GE50,33,GE90,,,1-Jul-17
VIRGINIA,51,5103780,SUSSEX CO PBLC SCHS,88,77,,,1,PS,65,80-84,3,PS,,,19,40-59,15,LT50,68,70-74,1,PS,1-Jul-17
VIRGINIA,51,5103810,TAZEWELL CO PBLC SCHS,492,86,,,3,PS,8,GE50,3,PS,,,476,86,66,40-44,190,75-79,1,PS,1-Jul-17
VIRGINIA,51,5103840,VA BEACH CITY PBLC SCHS,5199,88,,,331,93,1271,83,478,86,,,2685,90,479,50,1448,87,57,80-89,1-Jul-17
VIRGINIA,51,5103870,WARREN CO PBLC SCHS,451,88,,,6,GE50,32,80-89,22,GE80,,,375,90,55,50-59,146,75-79,3,PS,1-Jul-17
VIRGINIA,51,5103900,WASHINGTON CO PBLC SCHS,530,93,,,1,PS,6,GE50,9,GE50,,,503,92,80,70-74,246,85-89,,,1-Jul-17
VIRGINIA,51,5103930,WAYNESBORO CITY PBLC SCHS,237,77,,,3,PS,46,60-69,30,GE80,,,150,75-79,23,21-39,102,70-74,6,GE50,1-Jul-17
VIRGINIA,51,5103950,WEST POINT PBLC SCHS,54,95,,,1,PS,7,GE50,2,PS,,,37,GE90,4,PS,8,GE50,,,1-Jul-17
VIRGINIA,51,5103980,WESTMORELAND CO PBLC SCHS,141,87,,,2,PS,69,80-84,14,GE50,,,55,80-89,11,GE50,91,90-94,5,PS,1-Jul-17
VIRGINIA,51,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,902,88,,,22,GE80,159,75-79,67,70-74,,,600,92,107,60-64,208,75-79,17,40-59,1-Jul-17
VIRGINIA,51,5104050,WINCHESTER CITY PBLC SCHS,311,82,,,8,GE50,33,60-69,70,70-74,,,157,85-89,48,40-49,57,70-79,26,40-59,1-Jul-17
VIRGINIA,51,5104080,WISE CO PBLC SCHS,450,91,,,2,PS,8,GE50,4,PS,,,433,91,47,60-69,242,85-89,2,PS,1-Jul-17
VIRGINIA,51,5104110,WYTHE CO PBLC SCHS,299,90,,,1,PS,12,GE50,3,PS,,,276,90-94,24,40-59,112,80-84,,,1-Jul-17
VIRGINIA,51,5104150,YORK CO PBLC SCHS,1039,95,,,65,GE95,138,GE95,71,90-94,,,690,95,85,80-84,108,80-84,5,PS,1-Jul-17
WASHINGTON,53,5300001,Enumclaw School District,350,85,7,GE50,3,PS,2,PS,40,80-89,10,GE50,288,85-89,43,40-49,118,70-74,6,GE50,1-Jul-17
WASHINGTON,53,5300002,Inchelium School District,14,75,10,GE50,,,,,,,2,PS,2,PS,2,PS,13,GE50,,,1-Jul-17
WASHINGTON,53,5300003,Kelso School District,349,84,5,PS,8,GE50,3,PS,54,80-89,20,GE80,259,85-89,45,60-69,214,75-79,8,GE50,1-Jul-17
WASHINGTON,53,5300010,Educational Service District 101,29,10,2,PS,1,PS,3,PS,3,PS,,,20,LE20,8,LT50,29,LE20,1,PS,1-Jul-17
WASHINGTON,53,5300030,Aberdeen School District,210,76,5,PS,7,GE50,2,PS,59,60-69,11,GE50,126,75-79,25,60-79,148,70-74,6,GE50,1-Jul-17
WASHINGTON,53,5300060,Adna School District,63,97.5,,,1,PS,,,3,PS,3,PS,56,GE90,3,PS,23,GE80,,,1-Jul-17
WASHINGTON,53,5300150,Anacortes School District,215,85,3,PS,7,GE50,1,PS,22,60-79,,,182,85-89,12,GE50,84,70-74,4,PS,1-Jul-17
WASHINGTON,53,5300240,Arlington School District,456,78,8,GE50,10,GE50,9,GE50,55,80-89,13,GE50,361,77,58,50-59,198,65-69,5,PS,1-Jul-17
WASHINGTON,53,5300280,Asotin-Anatone School District,50,95,,,,,,,4,PS,3,PS,43,GE90,7,GE50,23,GE80,,,1-Jul-17
WASHINGTON,53,5300300,Auburn School District,1172,77,24,40-59,116,80-84,78,70-74,258,65-69,89,70-74,607,83,116,55-59,683,68,96,55-59,1-Jul-17
WASHINGTON,53,5300313,Lake Washington Institute of Technology,10,24.5,,,,,,,3,PS,1,PS,6,LT50,3,PS,6,LT50,1,PS,1-Jul-17
WASHINGTON,53,5300328,Suquamish Tribal Education Department,12,75,6,GE50,,,,,2,PS,4,PS,,,3,PS,8,GE50,1,PS,1-Jul-17
WASHINGTON,53,5300330,Bainbridge Island School District,347,94,1,PS,13,GE50,5,PS,16,GE80,19,GE80,293,90-94,38,80-89,31,GE90,3,PS,1-Jul-17
WASHINGTON,53,5300380,Battle Ground School District,1087,78,2,PS,23,GE80,7,GE50,85,80-84,52,70-79,918,77,101,50-54,542,68,28,40-59,1-Jul-17
WASHINGTON,53,5300390,Bellevue School District,1548,90,5,PS,522,93,50,70-79,150,75-79,130,85-89,691,91,162,65-69,362,77,113,70-74,1-Jul-17
WASHINGTON,53,5300420,Bellingham School District,872,82,15,LT50,62,80-84,11,GE50,118,75-79,60,GE90,606,85,104,40-44,386,70,39,60-69,1-Jul-17
WASHINGTON,53,5300480,Bethel School District,1254,85,19,60-79,123,85-89,149,85-89,164,80-84,57,80-89,742,84,156,60-64,684,80,19,60-79,1-Jul-17
WASHINGTON,53,5300510,Bickleton School District,8,75,,,,,,,,,,,8,GE50,,,1,PS,,,1-Jul-17
WASHINGTON,53,5300570,Blaine School District,159,67,3,PS,5,PS,3,PS,19,40-59,7,GE50,122,70-74,17,40-59,84,50-54,1,PS,1-Jul-17
WASHINGTON,53,5300660,Bremerton School District,353,71,6,GE50,24,GE80,19,60-79,67,60-64,52,60-69,185,70-74,53,40-49,250,65-69,14,LT50,1-Jul-17
WASHINGTON,53,5300690,Brewster School District,74,72,1,PS,,,,,59,70-79,1,PS,13,GE50,10,GE50,71,70-74,16,40-59,1-Jul-17
WASHINGTON,53,5300720,Bridgeport School District,58,95,,,,,,,49,GE90,,,9,GE50,6,GE50,58,GE90,23,GE80,1-Jul-17
WASHINGTON,53,5300780,Burlington-Edison School District,268,77,2,PS,8,GE50,7,GE50,85,60-64,4,PS,162,85-89,31,50-59,134,65-69,23,40-59,1-Jul-17
WASHINGTON,53,5300810,Camas School District,513,89,2,PS,36,GE90,7,GE50,32,GE90,28,GE80,408,89,63,60-64,135,75-79,5,PS,1-Jul-17
WASHINGTON,53,5300840,Cape Flattery School District,35,95,12,GE50,,,,,8,GE50,9,GE50,6,GE50,1,PS,28,GE80,,,1-Jul-17
WASHINGTON,53,5300950,Cascade School District,115,92,2,PS,1,PS,,,36,80-89,1,PS,75,GE95,9,GE50,56,80-89,9,GE50,1-Jul-17
WASHINGTON,53,5300960,CASHMERE SCHOOL DISTRICT,98,97.5,1,PS,,,1,PS,38,GE90,1,PS,57,GE90,7,GE50,50,GE90,8,GE50,1-Jul-17
WASHINGTON,53,5300990,Castle Rock School District,84,72,1,PS,,,2,PS,5,PS,4,PS,72,70-74,16,60-79,55,60-69,2,PS,1-Jul-17
WASHINGTON,53,5301080,Central Kitsap School District,861,84,7,GE50,66,85-89,26,GE80,87,85-89,122,80-84,553,84,117,60-64,331,73,13,GE50,1-Jul-17
WASHINGTON,53,5301110,Central Valley School District,981,88,6,GE50,13,GE50,16,GE80,41,80-89,55,GE90,850,87,118,60-64,421,82,9,LT50,1-Jul-17
WASHINGTON,53,5301140,Centralia School District,229,76,3,PS,5,PS,3,PS,48,60-69,4,PS,166,75-79,28,60-79,156,65-69,3,PS,1-Jul-17
WASHINGTON,53,5301170,Chehalis School District,259,84,4,PS,4,PS,4,PS,28,GE80,8,GE50,211,85-89,41,50-59,135,75-79,2,PS,1-Jul-17
WASHINGTON,53,5301200,Lake Chelan School District,128,87,,,,,,,58,70-79,1,PS,69,GE95,8,GE50,79,75-79,19,40-59,1-Jul-17
WASHINGTON,53,5301230,Cheney School District,305,82,3,PS,9,GE50,7,GE50,23,GE80,31,70-79,232,80-84,40,50-59,172,75-79,1,PS,1-Jul-17
WASHINGTON,53,5301260,Chewelah School District,80,77,2,PS,,,1,PS,2,PS,1,PS,74,80-84,10,GE50,53,70-79,,,1-Jul-17
WASHINGTON,53,5301290,Chimacum School District,101,82,2,PS,4,PS,1,PS,10,GE50,5,PS,79,80-84,10,GE50,58,70-79,1,PS,1-Jul-17
WASHINGTON,53,5301320,Clarkston School District,234,65,7,GE50,1,PS,3,PS,8,LT50,8,GE50,207,65-69,32,50-59,132,45-49,,,1-Jul-17
WASHINGTON,53,5301350,Cle Elum-Roslyn School District,63,87,,,,,2,PS,8,GE50,2,PS,51,80-89,5,PS,29,60-79,,,1-Jul-17
WASHINGTON,53,5301410,Clover Park School District,495,90,2,PS,70,90-94,57,GE90,142,85-89,66,GE95,158,85-89,55,70-79,344,89,43,70-79,1-Jul-17
WASHINGTON,53,5301440,Colfax School District,50,95,,,1,PS,,,1,PS,2,PS,46,GE90,5,PS,16,60-79,,,1-Jul-17
WASHINGTON,53,5301500,Colton School District,9,75,,,,,,,,,,,9,GE50,2,PS,1,PS,,,1-Jul-17
WASHINGTON,53,5301560,Columbia (Stevens) School District,20,69.5,5,PS,1,PS,,,,,3,PS,11,GE50,7,GE50,14,LT50,,,1-Jul-17
WASHINGTON,53,5301590,Columbia (Walla Walla) School District,54,74.5,,,,,1,PS,7,GE50,2,PS,44,70-79,5,PS,22,40-59,1,PS,1-Jul-17
WASHINGTON,53,5301630,Colville School District,147,82,3,PS,,,1,PS,5,PS,8,GE50,130,85-89,18,60-79,92,75-79,1,PS,1-Jul-17
WASHINGTON,53,5301660,Concrete School District,53,74.5,,,,,,,2,PS,2,PS,49,80-89,8,LT50,34,70-79,,,1-Jul-17
WASHINGTON,53,5301800,Coupeville School District,77,92,,,1,PS,4,PS,5,PS,4,PS,63,90-94,8,GE50,32,80-89,,,1-Jul-17
WASHINGTON,53,5301830,Crescent School District,18,49.5,,,,,,,,,1,PS,17,40-59,4,PS,13,GE50,,,1-Jul-17
WASHINGTON,53,5301860,Creston School District,6,75,,,,,,,,,,,6,GE50,1,PS,2,PS,,,1-Jul-17
WASHINGTON,53,5301890,Curlew School District,18,90,,,,,,,,,6,GE50,12,GE50,3,PS,10,GE50,,,1-Jul-17
WASHINGTON,53,5301920,Cusick School District,22,90,4,PS,,,1,PS,,,1,PS,16,GE80,4,PS,11,GE50,,,1-Jul-17
WASHINGTON,53,5301980,Darrington School District,33,84.5,1,PS,,,1,PS,3,PS,,,28,GE80,5,PS,19,GE80,,,1-Jul-17
WASHINGTON,53,5302010,Davenport School District,36,95,,,,,,,,,,,36,GE90,2,PS,25,GE80,,,1-Jul-17
WASHINGTON,53,5302040,Dayton School District,26,90,1,PS,,,,,6,GE50,,,19,60-79,5,PS,17,60-79,1,PS,1-Jul-17
WASHINGTON,53,5302070,Deer Park School District,171,87,5,PS,,,3,PS,6,GE50,,,157,85-89,29,60-79,118,80-84,,,1-Jul-17
WASHINGTON,53,5302280,East Valley School District (Spokane),229,86,,,7,GE50,1,PS,24,GE80,15,GE50,182,85-89,35,60-69,137,80-84,5,PS,1-Jul-17
WASHINGTON,53,5302310,Eastmont School District,468,86,3,PS,3,PS,2,PS,192,80-84,20,60-79,248,90-94,49,60-69,271,80-84,36,50-59,1-Jul-17
WASHINGTON,53,5302370,Eatonville School District,165,97.5,2,PS,1,PS,3,PS,16,GE80,7,GE50,136,GE95,15,GE50,65,85-89,,,1-Jul-17
WASHINGTON,53,5302400,Edmonds School District,1516,83,10,GE50,229,85-89,103,80-84,247,70-74,121,90-94,806,85,197,60-64,661,74,108,60-64,1-Jul-17
WASHINGTON,53,5302460,Ellensburg School District,247,88,4,PS,3,PS,1,PS,29,60-79,3,PS,207,90-94,22,60-79,92,80-84,3,PS,1-Jul-17
WASHINGTON,53,5302490,Elma School District,139,82,3,PS,,,1,PS,11,GE50,10,GE50,114,80-84,20,60-79,88,80-84,2,PS,1-Jul-17
WASHINGTON,53,5302550,Entiat School District,19,90,,,1,PS,,,8,GE50,1,PS,9,GE50,1,PS,12,GE50,,,1-Jul-17
WASHINGTON,53,5302610,Ephrata School District,189,92,1,PS,1,PS,,,56,GE90,6,GE50,125,90-94,23,60-79,113,85-89,10,GE50,1-Jul-17
WASHINGTON,53,5302670,Everett School District,1307,91,11,GE50,214,GE95,52,70-79,186,85-89,61,75-79,783,92,134,60-64,584,84,65,85-89,1-Jul-17
WASHINGTON,53,5302700,Evergreen School District (Clark),2162,84,17,60-79,217,90-94,56,80-89,336,78,142,80-84,1394,85,252,60-64,1225,78,103,65-69,1-Jul-17
WASHINGTON,53,5302820,Federal Way School District,1650,80,11,GE50,311,86,222,75-79,366,69,138,75-79,602,85,198,65-69,1026,74,102,50-54,1-Jul-17
WASHINGTON,53,5302850,Ferndale School District,412,75,27,40-59,16,60-79,3,PS,75,70-74,19,60-79,272,75-79,48,40-49,224,65-69,9,LT50,1-Jul-17
WASHINGTON,53,5302880,Fife School District,251,86,1,PS,27,GE80,10,GE50,57,80-89,33,GE90,123,85-89,31,70-79,132,75-79,20,60-79,1-Jul-17
WASHINGTON,53,5302910,Finley School District,71,87,1,PS,,,,,30,GE80,,,40,80-89,5,PS,54,80-89,3,PS,1-Jul-17
WASHINGTON,53,5302940,Franklin Pierce School District,541,85,4,PS,95,85-89,68,90-94,102,90-94,52,80-89,220,80-84,70,60-64,422,83,26,60-79,1-Jul-17
WASHINGTON,53,5302970,Freeman School District,80,92,1,PS,,,2,PS,3,PS,1,PS,73,90-94,10,GE50,29,GE80,,,1-Jul-17
WASHINGTON,53,5303090,Goldendale School District,78,77,4,PS,1,PS,,,7,GE50,4,PS,62,75-79,10,GE50,47,70-79,3,PS,1-Jul-17
WASHINGTON,53,5303130,Grand Coulee Dam School District,49,74.5,24,60-79,2,PS,,,5,PS,6,GE50,12,GE50,12,GE50,37,60-69,,,1-Jul-17
WASHINGTON,53,5303150,Grandview School District,222,81,,,,,,,202,80-84,1,PS,19,60-79,25,40-59,200,80-84,60,70-79,1-Jul-17
WASHINGTON,53,5303180,Granger School District,108,77,2,PS,,,,,99,75-79,2,PS,5,PS,7,GE50,108,75-79,32,50-59,1-Jul-17
WASHINGTON,53,5303210,Granite Falls School District,162,72,1,PS,4,PS,1,PS,14,GE50,5,PS,137,75-79,18,21-39,88,60-64,,,1-Jul-17
WASHINGTON,53,5303360,Harrington School District,13,75,1,PS,,,,,1,PS,2,PS,9,GE50,2,PS,8,GE50,,,1-Jul-17
WASHINGTON,53,5303440,Coulee-Hartline School District,25,90,,,,,,,1,PS,1,PS,23,GE80,3,PS,9,GE50,,,1-Jul-17
WASHINGTON,53,5303510,Highland School District,98,77,,,,,1,PS,59,70-79,4,PS,34,80-89,5,PS,75,75-79,15,LT50,1-Jul-17
WASHINGTON,53,5303540,Highline School District,1257,75,11,GE50,230,80-84,147,70-74,389,71,99,65-69,381,77,165,45-49,884,71,199,55-59,1-Jul-17
WASHINGTON,53,5303570,Hockinson School District,178,92,,,8,GE50,3,PS,8,GE50,2,PS,157,90-94,17,60-79,51,80-89,1,PS,1-Jul-17
WASHINGTON,53,5303660,Hoquiam School District,126,77,6,GE50,,,3,PS,20,GE80,13,GE50,84,75-79,22,60-79,77,65-69,,,1-Jul-17
WASHINGTON,53,5303750,Issaquah School District,1378,92,4,PS,292,GE95,20,GE80,107,80-84,68,90-94,887,92,79,75-79,162,80-84,40,80-89,1-Jul-17
WASHINGTON,53,5303810,Kalama School District,73,92,,,2,PS,1,PS,1,PS,3,PS,66,90-94,5,PS,33,80-89,1,PS,1-Jul-17
WASHINGTON,53,5303930,Kennewick School District,1257,79,6,GE50,23,60-79,25,60-79,378,71,18,60-79,807,83,130,55-59,699,68,106,55-59,1-Jul-17
WASHINGTON,53,5303960,Kent School District,1910,81,6,GE50,440,83,182,75-79,313,74,178,80-84,791,83,198,55-59,1038,75,197,50-54,1-Jul-17
WASHINGTON,53,5303990,Kettle Falls School District,58,74.5,1,PS,1,PS,1,PS,5,PS,4,PS,46,70-79,11,GE50,40,70-79,,,1-Jul-17
WASHINGTON,53,5304020,Kiona-Benton City School District,135,72,,,,,2,PS,35,60-69,4,PS,94,70-74,22,40-59,87,70-74,13,GE50,1-Jul-17
WASHINGTON,53,5304050,Kittitas School District,45,74.5,,,1,PS,,,10,GE50,,,34,70-79,8,GE50,19,60-79,4,PS,1-Jul-17
WASHINGTON,53,5304080,Klickitat School District,6,75,,,,,,,,,,,6,GE50,1,PS,6,GE50,,,1-Jul-17
WASHINGTON,53,5304110,La Conner School District,55,84.5,14,GE50,2,PS,,,3,PS,,,36,GE90,7,LT50,23,60-79,,,1-Jul-17
WASHINGTON,53,5304150,LaCrosse School District,9,75,,,,,,,,,1,PS,8,GE50,2,PS,6,GE50,,,1-Jul-17
WASHINGTON,53,5304170,La Center School District,132,87,1,PS,,,,,8,GE50,2,PS,121,85-89,11,GE50,40,GE90,,,1-Jul-17
WASHINGTON,53,5304200,Lake Stevens School District,588,92,4,PS,25,GE80,12,GE50,66,90-94,34,80-89,447,92,61,65-69,189,85-89,8,GE50,1-Jul-17
WASHINGTON,53,5304230,Lake Washington School District,1743,91,3,PS,270,90-94,27,GE80,187,85-89,98,GE95,1158,92,245,75-79,346,79,65,70-74,1-Jul-17
WASHINGTON,53,5304260,Lakewood School District,157,87,3,PS,1,PS,3,PS,16,GE80,2,PS,132,85-89,14,GE50,56,70-79,,,1-Jul-17
WASHINGTON,53,5304380,Liberty School District,28,69.5,,,,,,,1,PS,1,PS,26,GE80,2,PS,16,60-79,,,1-Jul-17
WASHINGTON,53,5304410,Lind School District,15,75,,,,,,,5,PS,1,PS,9,GE50,3,PS,9,GE50,2,PS,1-Jul-17
WASHINGTON,53,5304470,Longview School District,482,76,3,PS,9,GE50,7,LT50,85,70-74,31,60-69,347,78,55,50-59,293,65-69,5,PS,1-Jul-17
WASHINGTON,53,5304530,Lopez School District,20,69.5,,,1,PS,1,PS,1,PS,,,17,60-79,3,PS,8,GE50,,,1-Jul-17
WASHINGTON,53,5304560,Riverview School District,242,91,3,PS,11,GE50,1,PS,27,GE80,17,60-79,183,90-94,28,60-79,62,75-79,3,PS,1-Jul-17
WASHINGTON,53,5304590,Lyle School District,19,90,3,PS,,,,,3,PS,,,13,GE50,3,PS,17,GE80,,,1-Jul-17
WASHINGTON,53,5304620,Lynden School District,224,84,,,4,PS,3,PS,52,70-79,6,GE50,159,85-89,27,60-79,88,80-84,8,GE50,1-Jul-17
WASHINGTON,53,5304650,Mabton School District,54,84.5,,,,,,,54,80-89,,,,,6,GE50,54,80-89,12,GE50,1-Jul-17
WASHINGTON,53,5304740,Manson School District,33,84.5,,,,,1,PS,25,GE80,,,7,GE50,7,GE50,32,80-89,10,GE50,1-Jul-17
WASHINGTON,53,5304800,Mary M Knight School District,9,75,,,,,,,,,,,9,GE50,2,PS,6,GE50,,,1-Jul-17
WASHINGTON,53,5304830,Mary Walker School District,42,84.5,7,GE50,,,,,1,PS,3,PS,31,GE90,7,GE50,42,80-89,,,1-Jul-17
WASHINGTON,53,5304860,Marysville School District,780,76,36,40-49,49,80-89,9,GE50,144,65-69,70,70-74,472,79,102,50-54,440,65,36,50-59,1-Jul-17
WASHINGTON,53,5304920,Mead School District,841,88,1,PS,2,PS,7,GE50,41,80-89,80,80-84,710,90,90,70-74,274,75-79,26,40-59,1-Jul-17
WASHINGTON,53,5304950,Medical Lake School District,161,92,1,PS,3,PS,7,GE50,11,GE50,14,GE50,125,GE95,23,60-79,71,85-89,1,PS,1-Jul-17
WASHINGTON,53,5304980,Mercer Island School District,355,94,,,74,GE95,7,GE50,13,GE50,8,GE50,253,90-94,37,70-79,14,GE50,6,GE50,1-Jul-17
WASHINGTON,53,5305010,Meridian School District,127,77,3,PS,8,GE50,,,28,60-79,4,PS,84,80-84,21,40-59,75,60-64,8,GE50,1-Jul-17
WASHINGTON,53,5305020,Methow Valley School District,43,95,,,,,1,PS,2,PS,1,PS,39,GE90,3,PS,23,GE80,,,1-Jul-17
WASHINGTON,53,5305130,Monroe School District,376,83,2,PS,17,GE80,2,PS,67,75-79,18,60-79,270,85-89,57,70-79,148,70-74,14,LT50,1-Jul-17
WASHINGTON,53,5305160,Montesano School District,78,92,,,1,PS,,,3,PS,6,GE50,68,90-94,5,PS,30,GE80,,,1-Jul-17
WASHINGTON,53,5305190,Morton School District,26,69.5,,,,,,,3,PS,,,23,60-79,7,GE50,21,60-79,,,1-Jul-17
WASHINGTON,53,5305220,Moses Lake School District,527,75,6,GE50,7,GE50,6,GE50,224,65-69,11,GE50,273,75-79,52,50-59,363,68,41,30-39,1-Jul-17
WASHINGTON,53,5305250,Mossyrock School District,43,84.5,2,PS,,,,,5,PS,,,36,70-79,8,GE50,26,GE80,1,PS,1-Jul-17
WASHINGTON,53,5305280,Mount Adams School District,48,74.5,25,60-79,,,,,19,GE80,4,PS,,,12,GE50,48,70-79,4,PS,1-Jul-17
WASHINGTON,53,5305310,Mount Baker School District,129,77,5,PS,,,,,10,GE50,3,PS,111,80-84,24,60-79,76,65-69,1,PS,1-Jul-17
WASHINGTON,53,5305370,East Valley School District (Yakima),204,90,2,PS,2,PS,1,PS,87,90-94,2,PS,110,85-89,16,GE80,130,85-89,11,GE50,1-Jul-17
WASHINGTON,53,5305400,Mount Vernon School District,486,71,2,PS,11,GE50,2,PS,253,60-64,13,GE50,205,80-84,60,50-59,345,64,78,45-49,1-Jul-17
WASHINGTON,53,5305430,Mukilteo School District,1094,83,18,60-79,218,90-94,62,70-74,213,70-74,77,75-79,506,85,121,55-59,575,74,98,60-64,1-Jul-17
WASHINGTON,53,5305460,Naches Valley School District,105,92,2,PS,1,PS,1,PS,15,GE50,,,86,90-94,12,GE50,54,80-89,3,PS,1-Jul-17
WASHINGTON,53,5305490,Napavine School District,53,84.5,1,PS,,,,,5,PS,,,47,GE90,5,PS,29,GE80,,,1-Jul-17
WASHINGTON,53,5305520,Naselle-Grays River Valley School District,25,90,,,,,,,1,PS,1,PS,23,GE80,6,GE50,18,GE80,,,1-Jul-17
WASHINGTON,53,5305610,Newport School District,95,82,,,,,1,PS,5,PS,6,GE50,83,80-84,11,GE50,58,80-89,2,PS,1-Jul-17
WASHINGTON,53,5305640,Nine Mile Falls School District,127,92,3,PS,,,,,5,PS,3,PS,116,90-94,17,GE80,36,GE90,,,1-Jul-17
WASHINGTON,53,5305670,Nooksack Valley School District,109,72,3,PS,1,PS,2,PS,33,70-79,8,GE50,62,75-79,17,40-59,67,65-69,5,PS,1-Jul-17
WASHINGTON,53,5305700,North Beach School District,50,74.5,8,GE50,,,2,PS,3,PS,5,PS,32,70-79,1,PS,32,60-69,2,PS,1-Jul-17
WASHINGTON,53,5305730,North Franklin School District,149,82,,,2,PS,,,98,80-84,4,PS,45,GE90,23,60-79,112,75-79,28,60-79,1-Jul-17
WASHINGTON,53,5305760,North Kitsap School District,467,86,18,60-79,9,GE50,5,PS,52,80-89,33,80-89,350,86,51,70-79,162,75-79,4,PS,1-Jul-17
WASHINGTON,53,5305790,North Mason School District,191,77,,,9,GE50,2,PS,22,40-59,17,60-79,141,80-84,28,60-79,106,65-69,11,LT50,1-Jul-17
WASHINGTON,53,5305820,North River School District,10,75,,,,,,,4,PS,,,6,GE50,1,PS,7,LT50,,,1-Jul-17
WASHINGTON,53,5305850,North Thurston Public Schools,1037,83,20,60-79,125,90-94,56,80-89,178,70-74,113,80-84,545,85,104,60-64,515,73,36,60-69,1-Jul-17
WASHINGTON,53,5305880,Northport School District,12,75,1,PS,,,,,1,PS,,,10,GE50,2,PS,9,GE50,,,1-Jul-17
WASHINGTON,53,5305910,Northshore School District,1483,92,7,GE50,190,GE95,32,80-89,139,85-89,88,90-94,1027,92,159,65-69,300,80-84,33,60-69,1-Jul-17
WASHINGTON,53,5305940,Oak Harbor School District,362,91,2,PS,58,GE90,25,GE80,45,GE90,17,60-79,215,85-89,42,60-69,159,85-89,9,GE50,1-Jul-17
