STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
UTAH,49,4900870,SALT LAKE DISTRICT,1802,76,36,40-49,187,80-84,88,80-84,679,68,62,70-74,750,82,184,70-74,1033,68,279,60-64,1-Jul-17
UTAH,49,4900900,SAN JUAN DISTRICT,246,85,142,80-84,,,,,8,GE50,3,PS,93,85-89,38,70-79,244,85-89,40,80-89,1-Jul-17
UTAH,49,4900930,SEVIER DISTRICT,368,85,19,GE80,1,PS,2,PS,24,60-79,,,322,85,52,70-79,155,75-79,2,PS,1-Jul-17
UTAH,49,4900960,SOUTH SANPETE DISTRICT,245,89,3,PS,2,PS,2,PS,24,60-79,4,PS,210,90-94,19,GE80,98,80-84,7,LT50,1-Jul-17
UTAH,49,4900990,SOUTH SUMMIT DISTRICT,109,92,1,PS,,,1,PS,14,GE50,3,PS,90,90-94,9,GE50,23,60-79,,,1-Jul-17
UTAH,49,4901020,TINTIC DISTRICT,27,90,,,,,,,1,PS,,,26,GE80,5,PS,9,GE50,,,1-Jul-17
UTAH,49,4901050,TOOELE DISTRICT,962,91,4,PS,18,GE80,12,GE50,136,85-89,5,PS,787,91,122,75-79,287,85-89,25,GE80,1-Jul-17
UTAH,49,4901080,UINTAH DISTRICT,507,79,27,60-79,2,PS,,,44,60-69,7,GE50,427,82,51,50-59,178,70-74,6,GE50,1-Jul-17
UTAH,49,4901110,WASATCH DISTRICT,474,89,1,PS,5,PS,1,PS,80,85-89,,,387,90,46,80-89,120,85-89,10,GE50,1-Jul-17
UTAH,49,4901140,WASHINGTON DISTRICT,2101,89,48,70-79,54,GE90,15,GE50,253,80-84,25,GE80,1706,90,235,70-74,616,82,58,70-79,1-Jul-17
UTAH,49,4901170,WAYNE DISTRICT,41,95,,,1,PS,,,1,PS,1,PS,38,GE90,6,GE50,14,GE50,,,1-Jul-17
UTAH,49,4901200,WEBER DISTRICT,2455,85,13,GE50,56,80-89,22,60-79,310,73,58,70-79,1996,87,256,70-74,647,73,40,70-79,1-Jul-17
VERMONT,50,5000002,Spaulding UHSD #41,164,87,1,PS,,,1,PS,4,PS,5,PS,153,85-89,38,70-79,87,75-79,2,PS,1-Jul-17
VERMONT,50,5000006,Essex Community Education Center,307,90,,,18,GE80,6,GE50,10,GE50,8,GE50,265,85-89,41,60-69,86,75-79,9,GE50,1-Jul-17
VERMONT,50,5000024,Rivendell Interstate School District,39,84.5,,,,,,,,,,,39,80-89,10,GE50,13,GE50,,,1-Jul-17
VERMONT,50,5000025,Bellows Free Academy UHSD #48,264,89,,,2,PS,4,PS,5,PS,12,GE50,241,90-94,44,60-69,115,75-79,1,PS,1-Jul-17
VERMONT,50,5000027,Whitingham/Wilmington Joint School District,27,90,,,,,,,,,,,27,GE80,4,PS,16,GE80,,,1-Jul-17
VERMONT,50,5000388,Mount Mansfield Modified USD #401B,182,92,,,,,3,PS,,,5,PS,174,90-94,17,60-79,37,80-89,,,1-Jul-17
VERMONT,50,5001830,Arlington School District,23,90,,,,,,,,,,,23,GE80,3,PS,10,GE50,,,1-Jul-17
VERMONT,50,5002250,Bethel School District,22,90,,,,,,,3,PS,1,PS,18,GE80,5,PS,13,GE50,,,1-Jul-17
VERMONT,50,5002400,Randolph UHSD #2,76,97.5,1,PS,1,PS,,,,,1,PS,73,GE95,13,GE50,40,GE90,,,1-Jul-17
VERMONT,50,5002520,Brattleboro UHSD #6,204,83,,,4,PS,3,PS,13,GE50,12,GE50,172,80-84,34,60-69,106,70-74,1,PS,1-Jul-17
VERMONT,50,5002820,Burlington School District,289,80,,,40,70-79,42,50-59,9,GE50,17,GE80,181,80-84,31,50-59,158,65-69,58,60-69,1-Jul-17
VERMONT,50,5002850,Cabot School District,16,90,,,,,1,PS,,,,,15,GE50,4,PS,7,GE50,,,1-Jul-17
VERMONT,50,5002940,Canaan School District,26,90,,,,,2,PS,,,,,24,GE80,2,PS,10,GE50,,,1-Jul-17
VERMONT,50,5003030,Champlain Valley UHSD #15,309,96,1,PS,8,GE50,4,PS,8,GE50,1,PS,287,GE95,41,GE90,53,GE90,6,GE50,1-Jul-17
VERMONT,50,5003120,Chelsea School District,18,90,,,,,,,,,,,18,GE80,2,PS,9,GE50,,,1-Jul-17
VERMONT,50,5003240,Colchester School District,187,87,1,PS,4,PS,5,PS,3,PS,,,174,85-89,39,70-79,61,80-84,3,PS,1-Jul-17
VERMONT,50,5003390,Craftsbury School District,27,90,,,,,,,,,,,27,GE80,2,PS,13,GE50,,,1-Jul-17
VERMONT,50,5003450,Danville School District,27,90,,,,,,,1,PS,,,26,GE80,1,PS,13,GE50,,,1-Jul-17
VERMONT,50,5003780,Enosburgh Town School District,81,87,,,,,,,2,PS,2,PS,77,85-89,18,60-79,47,70-79,1,PS,1-Jul-17
VERMONT,50,5003900,Fair Haven UHSD #16,127,87,,,1,PS,,,4,PS,1,PS,121,85-89,23,60-79,67,80-84,1,PS,1-Jul-17
VERMONT,50,5003930,Fairfax School District,82,92,,,,,1,PS,2,PS,2,PS,77,90-94,12,GE50,31,80-89,,,1-Jul-17
VERMONT,50,5004580,Harwood UHSD #19,130,92,,,2,PS,1,PS,1,PS,,,126,90-94,20,60-79,43,80-89,2,PS,1-Jul-17
VERMONT,50,5004590,Hartford School District,144,87,1,PS,3,PS,1,PS,3,PS,5,PS,131,85-89,25,GE80,58,80-89,2,PS,1-Jul-17
VERMONT,50,5005050,Lake Region UHSD #24,78,72,,,,,1,PS,2,PS,2,PS,73,75-79,15,GE50,56,70-79,,,1-Jul-17
VERMONT,50,5005060,Lamoille UHSD #18,167,87,,,,,,,1,PS,1,PS,165,85-89,27,60-79,90,80-84,,,1-Jul-17
VERMONT,50,5005120,Leland and Gray UHSD #34,53,84.5,,,,,,,1,PS,,,52,80-89,11,GE50,28,GE80,,,1-Jul-17
VERMONT,50,5005520,Middlebury UHSD #3,158,87,,,1,PS,2,PS,2,PS,4,PS,149,85-89,24,40-59,69,75-79,,,1-Jul-17
VERMONT,50,5005610,Milton Incorporated School District,122,92,,,1,PS,,,2,PS,4,PS,115,90-94,20,GE80,42,80-89,,,1-Jul-17
VERMONT,50,5005620,Missisquoi Valley UHSD #7,140,82,3,PS,,,,,1,PS,35,70-79,101,80-84,20,60-79,84,75-79,,,1-Jul-17
VERMONT,50,5005700,Montpelier School District,64,87,,,,,,,2,PS,2,PS,60,80-89,10,GE50,27,60-79,,,1-Jul-17
VERMONT,50,5005790,Morristown School District,62,97.5,,,2,PS,3,PS,2,PS,,,55,GE90,11,GE50,32,GE90,,,1-Jul-17
VERMONT,50,5005810,Mount Anthony UHSD #14,264,84,,,3,PS,5,PS,5,PS,,,251,80-84,59,60-69,157,75-79,2,PS,1-Jul-17
VERMONT,50,5006120,Northfield School District,42,84.5,,,,,,,,,2,PS,40,80-89,13,GE50,18,60-79,,,1-Jul-17
VERMONT,50,5006300,Otter Valley UHSD #8,101,92,,,,,,,,,1,PS,100,90-94,25,GE80,54,80-89,,,1-Jul-17
VERMONT,50,5006600,Poultney School District,39,74.5,,,,,1,PS,,,,,38,80-89,8,GE50,23,60-79,,,1-Jul-17
VERMONT,50,5006660,Proctor School District,19,90,,,,,,,,,,,19,GE80,4,PS,7,GE50,,,1-Jul-17
VERMONT,50,5006810,Richford School District,35,84.5,,,,,,,2,PS,1,PS,32,70-79,7,GE50,27,60-79,,,1-Jul-17
VERMONT,50,5006900,Rochester School District,13,75,,,1,PS,,,,,1,PS,11,GE50,3,PS,8,GE50,1,PS,1-Jul-17
VERMONT,50,5006990,Royalton School District,42,84.5,,,,,,,,,1,PS,41,80-89,10,GE50,23,GE80,,,1-Jul-17
VERMONT,50,5007050,Rutland City School District,191,92,,,3,PS,2,PS,5,PS,4,PS,177,90-94,23,60-79,81,85-89,1,PS,1-Jul-17
VERMONT,50,5007470,South Burlington School District,211,93,,,16,GE80,8,GE50,5,PS,7,GE50,175,90-94,22,GE80,50,80-89,6,GE50,1-Jul-17
VERMONT,50,5007530,Springfield School District,123,72,,,1,PS,2,PS,3,PS,1,PS,116,70-74,22,21-39,82,60-64,2,PS,1-Jul-17
VERMONT,50,5007800,Stowe School District,51,95,,,2,PS,,,1,PS,2,PS,46,GE90,7,GE50,15,GE50,1,PS,1-Jul-17
VERMONT,50,5008224,Blue Mountain USD #21,28,90,,,,,,,,,,,28,GE80,2,PS,19,GE80,,,1-Jul-17
VERMONT,50,5008225,Twinfield USD #33,26,90,1,PS,,,,,,,,,25,GE80,4,PS,15,GE50,,,1-Jul-17
VERMONT,50,5008235,Mount Abraham UHSD #28,116,97.5,,,1,PS,4,PS,4,PS,,,107,90-94,21,GE80,52,GE90,1,PS,1-Jul-17
VERMONT,50,5008237,UHSD #32,139,87,2,PS,5,PS,2,PS,2,PS,1,PS,127,85-89,14,GE50,54,80-89,,,1-Jul-17
VERMONT,50,5008241,Black River USD #39,34,95,,,1,PS,,,,,,,33,GE90,8,GE50,22,GE80,,,1-Jul-17
VERMONT,50,5008243,Hazen UHSD #26,53,95,,,,,,,2,PS,1,PS,50,GE90,4,PS,32,GE90,1,PS,1-Jul-17
VERMONT,50,5008244,Mill River USD #40,91,92,,,,,2,PS,,,1,PS,88,90-94,16,GE80,44,80-89,,,1-Jul-17
VERMONT,50,5008246,Bellows Falls UHSD #27,90,72,,,1,PS,,,2,PS,2,PS,85,70-74,25,60-79,67,60-64,,,1-Jul-17
VERMONT,50,5008247,Oxbow UHSD #30,82,97.5,,,1,PS,,,,,1,PS,80,GE95,16,GE80,50,GE90,,,1-Jul-17
VERMONT,50,5008248,Green Mountain UHSD #35,63,87,,,,,,,1,PS,1,PS,61,85-89,13,GE50,36,80-89,,,1-Jul-17
VERMONT,50,5008280,Vergennes UHSD #5,84,97.5,,,,,2,PS,,,1,PS,81,GE95,13,GE50,35,GE90,,,1-Jul-17
VERMONT,50,5008850,West Rutland School District,21,90,,,,,,,,,,,21,GE80,3,PS,11,GE50,,,1-Jul-17
VERMONT,50,5009180,Williamstown School District,47,84.5,,,,,,,,,,,47,80-89,9,LT50,22,60-79,,,1-Jul-17
VERMONT,50,5009300,Windsor School District,58,64.5,,,1,PS,1,PS,2,PS,2,PS,52,60-69,9,LT50,30,40-59,,,1-Jul-17
VERMONT,50,5009360,Winooski School District,59,44.5,,,24,21-39,5,PS,3,PS,2,PS,25,40-59,11,LT50,51,40-49,26,21-39,1-Jul-17
VERMONT,50,5009510,Woodstock UHSD #4,112,92,1,PS,2,PS,,,,,1,PS,108,90-94,19,60-79,35,80-89,1,PS,1-Jul-17
VERMONT,50,5009600,North Country Senior UHSD #22,213,85,2,PS,1,PS,1,PS,1,PS,3,PS,205,85-89,52,70-79,135,75-79,,,1-Jul-17
VIRGINIA,51,5100058,VSDB-STAUNTON,15,24.5,,,1,PS,6,LT50,3,PS,,,5,PS,15,LT50,12,LT50,,,1-Jul-17
VIRGINIA,51,5100060,ACCOMACK CO PBLC SCHS,392,86,,,4,PS,142,80-84,43,80-89,,,198,85-89,45,50-59,231,80-84,16,40-59,1-Jul-17
VIRGINIA,51,5100090,ALBEMARLE CO PBLC SCHS,1042,91,,,37,GE90,119,85-89,85,80-84,,,751,93,107,60-64,198,75-79,30,40-59,1-Jul-17
VIRGINIA,51,5100120,ALEXANDRIA CITY PBLC SCHS,811,74,,,48,GE90,291,75-79,284,60-64,,,177,85-89,87,30-34,476,69,171,50-54,1-Jul-17
VIRGINIA,51,5100152,ALLEGHANY CO PBLC SCHS,225,85,,,,,21,60-79,4,PS,,,193,85-89,29,21-39,87,75-79,,,1-Jul-17
VIRGINIA,51,5100180,AMELIA CO PBLC SCHS,154,92,,,,,29,GE80,1,PS,,,122,90-94,24,60-79,65,85-89,,,1-Jul-17
VIRGINIA,51,5100210,AMHERST CO PBLC SCHS,337,89,,,3,PS,77,85-89,10,GE50,,,231,90-94,44,70-79,115,75-79,3,PS,1-Jul-17
VIRGINIA,51,5100240,APPOMATTOX CO PBLC SCHS,168,87,,,1,PS,42,80-89,2,PS,,,110,85-89,13,LT50,76,80-84,,,1-Jul-17
VIRGINIA,51,5100270,ARLINGTON CO PBLC SCHS,1522,83,,,139,85-89,205,80-84,476,64,,,631,97,206,60-64,436,72,257,30-34,1-Jul-17
VIRGINIA,51,5100300,AUGUSTA CO PBLC SCHS,840,88,,,3,PS,23,60-79,29,60-79,,,767,89,58,30-39,218,75-79,1,PS,1-Jul-17
VIRGINIA,51,5100330,BATH CO PBLC SCHS,48,95,,,,,1,PS,,,,,45,GE90,2,PS,15,GE50,,,1-Jul-17
VIRGINIA,51,5100360,BEDFORD CO PBLC SCHS,895,88,,,19,60-79,71,75-79,26,GE80,,,753,90,78,40-44,235,80-84,7,LT50,1-Jul-17
VIRGINIA,51,5100390,BLAND CO PBLC SCHS,65,82,,,,,,,,,,,64,80-84,9,LT50,16,60-79,,,1-Jul-17
VIRGINIA,51,5100420,BOTETOURT CO PBLC SCHS,423,93,,,1,PS,17,GE80,14,GE50,,,380,94,49,60-69,76,90-94,,,1-Jul-17
VIRGINIA,51,5100450,BRISTOL CITY PBLC SCHS,173,82,,,2,PS,17,60-79,6,GE50,,,138,80-84,28,21-39,96,70-74,2,PS,1-Jul-17
VIRGINIA,51,5100480,BRUNSWICK CO PBLC SCHS,152,77,,,1,PS,122,75-79,2,PS,,,27,GE80,13,LT50,52,80-89,,,1-Jul-17
VIRGINIA,51,5100510,BUCHANAN CO PBLC SCHS,233,81,,,,,,,,,,,233,80-84,32,30-39,149,80-84,,,1-Jul-17
VIRGINIA,51,5100540,BUCKINGHAM CO PBLC SCHS,144,87,,,1,PS,49,80-89,4,PS,,,84,85-89,15,LT50,73,80-84,,,1-Jul-17
VIRGINIA,51,5100560,BUENA VISTA CITY PBLC SCHS,78,72,,,,,6,GE50,1,PS,,,68,75-79,9,LT50,27,40-59,,,1-Jul-17
VIRGINIA,51,5100600,CAMPBELL CO PBLC SCHS,648,88,,,7,GE50,111,80-84,7,GE50,,,500,89,72,55-59,198,85-89,5,PS,1-Jul-17
VIRGINIA,51,5100660,CAROLINE CO PBLC SCHS,291,84,,,1,PS,102,80-84,19,60-79,,,159,85-89,38,50-59,133,85-89,4,PS,1-Jul-17
VIRGINIA,51,5100690,CARROLL CO PBLC SCHS,285,92,,,1,PS,1,PS,14,GE50,,,262,90-94,31,80-89,128,85-89,1,PS,1-Jul-17
VIRGINIA,51,5100720,CHARLES CITY CO PBLC SCHS,64,92,,,,,39,GE90,1,PS,,,19,GE80,13,GE50,28,GE80,,,1-Jul-17
VIRGINIA,51,5100750,CHARLOTTE CO PBLC SCHS,136,87,,,,,35,80-89,3,PS,,,93,85-89,16,40-59,65,75-79,,,1-Jul-17
VIRGINIA,51,5100780,CHARLOTTESVILLE CTY PBLC SCHS,273,80,,,22,40-59,96,70-74,17,40-59,,,126,90-94,37,40-49,144,65-69,24,21-39,1-Jul-17
VIRGINIA,51,5100810,CHESAPEAKE CITY PBLC SCHS,3188,88,,,93,GE95,1053,82,225,85-89,,,1612,90,428,49,907,78,30,GE80,1-Jul-17
VIRGINIA,51,5100840,CHESTERFIELD CO PBLC SCHS,4747,88,,,148,GE95,1354,87,530,77,,,2542,91,421,58,894,81,153,50-54,1-Jul-17
VIRGINIA,51,5100870,CLARKE CO PBLC SCHS,203,92,,,3,PS,9,GE50,11,GE50,,,169,90-94,22,40-59,27,60-79,,,1-Jul-17
VIRGINIA,51,5100930,COLONIAL BEACH PBLC SCHS,42,84.5,,,,,11,GE50,,,,,28,GE80,6,LT50,25,GE80,,,1-Jul-17
VIRGINIA,51,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,227,89,,,9,GE50,32,80-89,15,GE50,,,162,90-94,37,60-69,68,80-84,6,GE50,1-Jul-17
VIRGINIA,51,5100990,COVINGTON CITY PBLC SCHS,65,77,,,,,11,GE50,3,PS,,,48,70-79,13,LT50,28,60-79,,,1-Jul-17
VIRGINIA,51,5101020,CRAIG CO PBLC SCHS,46,84.5,,,,,,,,,,,45,80-89,7,LT50,19,GE80,,,1-Jul-17
VIRGINIA,51,5101050,CULPEPER CO PBLC SCHS,578,89,,,9,GE50,97,80-84,76,75-79,,,370,93,45,40-49,190,75-79,23,40-59,1-Jul-17
VIRGINIA,51,5101080,CUMBERLAND CO PBLC SCHS,104,87,,,1,PS,36,80-89,4,PS,,,57,80-89,8,LT50,56,80-89,1,PS,1-Jul-17
VIRGINIA,51,5101110,DANVILLE CITY PBLC SCHS,484,74,,,9,GE50,322,71,32,GE90,,,112,75-79,67,30-34,153,75-79,10,GE50,1-Jul-17
VIRGINIA,51,5101140,DICKENSON CO PBLC SCHS,199,87,,,,,3,PS,1,PS,,,195,85-89,31,50-59,106,80-84,,,1-Jul-17
VIRGINIA,51,5101170,DINWIDDIE CO PBLC SCHS,348,80,,,4,PS,139,75-79,13,GE50,,,178,75-79,40,30-39,157,70-74,1,PS,1-Jul-17
VIRGINIA,51,5101200,ESSEX CO PBLC SCHS,137,82,,,1,PS,59,80-89,11,GE50,,,59,70-79,12,LT50,65,80-84,5,PS,1-Jul-17
VIRGINIA,51,5101260,FAIRFAX CO PBLC SCHS,14076,87,,,2797,93,1530,86,3109,66,,,5971,94,1862,64,3507,72,1805,36,1-Jul-17
VIRGINIA,51,5101290,FALLS CHURCH CITY PBLC SCHS,190,97.5,,,16,GE80,9,GE50,21,GE80,,,125,GE95,31,70-79,5,PS,5,PS,1-Jul-17
VIRGINIA,51,5101320,FAUQUIER CO PBLC SCHS,960,92,,,8,GE50,99,75-79,71,85-89,,,740,93,113,65-69,170,80-84,9,GE50,1-Jul-17
VIRGINIA,51,5101350,FLOYD CO PBLC SCHS,164,87,,,,,3,PS,7,GE50,,,151,85-89,19,40-59,53,70-79,1,PS,1-Jul-17
VIRGINIA,51,5101380,FLUVANNA CO PBLC SCHS,287,90,,,2,PS,46,GE90,9,GE50,,,215,90-94,41,60-69,67,70-74,1,PS,1-Jul-17
VIRGINIA,51,5101410,FRANKLIN CITY PBLC SCHS,68,87,,,,,55,80-89,2,PS,,,10,GE50,8,GE50,30,GE80,,,1-Jul-17
VIRGINIA,51,5101440,FRANKLIN CO PBLC SCHS,510,88,,,4,PS,45,80-89,22,GE80,,,415,88,61,55-59,178,80-84,2,PS,1-Jul-17
VIRGINIA,51,5101470,FREDERICK CO PBLC SCHS,1003,89,,,14,GE50,54,80-89,119,80-84,,,784,90,110,50-54,266,80-84,20,40-59,1-Jul-17
VIRGINIA,51,5101510,FREDERICKSBURG CITY PBLC SCHS,279,85,,,9,GE50,127,80-84,31,70-79,,,108,85-89,19,21-39,106,75-79,13,LT50,1-Jul-17
VIRGINIA,51,5101560,GALAX CITY PBLC SCHS,109,82,,,,,9,GE50,29,60-79,,,70,85-89,11,LT50,54,70-79,11,LT50,1-Jul-17
VIRGINIA,51,5101590,GILES CO PBLC SCHS,194,82,,,2,PS,3,PS,3,PS,,,181,80-84,27,40-59,69,70-74,,,1-Jul-17
VIRGINIA,51,5101620,GLOUCESTER CO PBLC SCHS,420,86,,,2,PS,36,80-89,13,GE50,,,349,87,46,50-59,107,70-74,,,1-Jul-17
VIRGINIA,51,5101650,GOOCHLAND CO PBLC SCHS,207,95,,,2,PS,32,80-89,6,GE50,,,157,GE95,19,60-79,45,80-89,,,1-Jul-17
VIRGINIA,51,5101690,GRAYSON CO PBLC SCHS,139,87,,,1,PS,,,8,GE50,,,130,85-89,18,40-59,66,75-79,1,PS,1-Jul-17
VIRGINIA,51,5101710,GREENE CO PBLC SCHS,194,92,,,2,PS,22,GE80,10,GE50,,,150,90-94,4,PS,54,80-89,2,PS,1-Jul-17
VIRGINIA,51,5101740,GREENSVILLE CO PBLC SCHS,179,77,,,,,123,75-79,2,PS,,,54,80-89,20,LE20,121,75-79,1,PS,1-Jul-17
VIRGINIA,51,5101770,HALIFAX CO PBLC SCHS,411,86,,,2,PS,193,80-84,13,GE50,,,198,90-94,59,50-59,214,80-84,3,PS,1-Jul-17
VIRGINIA,51,5101800,HAMPTON CITY PBLC SCHS,1512,85,,,32,GE90,952,85,71,80-84,,,383,84,190,50-54,700,84,13,GE50,1-Jul-17
VIRGINIA,51,5101830,HANOVER CO PBLC SCHS,1499,93,,,18,GE80,157,85-89,48,80-89,,,1239,94,163,60-64,95,70-74,8,GE50,1-Jul-17
VIRGINIA,51,5101860,HARRISONBURG CITY PBLC SCHS,350,78,,,15,GE50,50,80-89,154,70-74,,,124,80-84,32,40-49,238,70-74,90,45-49,1-Jul-17
VIRGINIA,51,5101890,HENRICO CO PBLC SCHS,3910,85,,,285,90-94,1535,81,259,70-74,,,1678,90,503,49,1362,75,136,45-49,1-Jul-17
VIRGINIA,51,5101920,HENRY CO PBLC SCHS,556,86,,,3,PS,134,85-89,46,70-79,,,352,86,70,50-54,282,80-84,16,60-79,1-Jul-17
VIRGINIA,51,5101950,HIGHLAND CO PBLC SCHS,15,75,,,,,,,1,PS,,,14,GE50,8,GE50,9,GE50,,,1-Jul-17
VIRGINIA,51,5101980,HOPEWELL CITY PBLC SCHS,294,80,,,3,PS,156,80-84,25,60-79,,,95,80-84,42,40-49,175,75-79,5,PS,1-Jul-17
VIRGINIA,51,5102010,ISLE OF WIGHT CO PBLC SCHS,444,89,,,5,PS,121,80-84,13,GE50,,,288,90-94,49,30-39,121,80-84,1,PS,1-Jul-17
VIRGINIA,51,5102070,KING AND QUEEN CO PBLC SCHS,53,64.5,,,,,22,60-79,1,PS,,,30,60-79,8,LT50,33,70-79,1,PS,1-Jul-17
VIRGINIA,51,5102100,KING GEO CO PBLC SCHS,346,93,,,5,PS,59,GE90,18,GE80,,,240,GE95,27,60-79,79,80-84,,,1-Jul-17
VIRGINIA,51,5102120,KING WILLIAM CO PBLC SCHS,175,82,,,1,PS,42,60-69,3,PS,,,122,85-89,23,LE20,47,60-69,,,1-Jul-17
VIRGINIA,51,5102160,LANCASTER CO PBLC SCHS,106,82,,,,,47,70-79,,,,,54,80-89,17,21-39,53,80-89,2,PS,1-Jul-17
VIRGINIA,51,5102190,LEE CO PBLC SCHS,244,79,,,,,1,PS,1,PS,,,242,75-79,37,40-49,140,65-69,,,1-Jul-17
VIRGINIA,51,5102250,LOUDOUN CO PBLC SCHS,5153,92,,,711,96,414,91,830,76,,,2961,96,526,73,839,76,292,45-49,1-Jul-17
VIRGINIA,51,5102280,LOUISA CO PBLC SCHS,386,86,,,,,89,90-94,8,GE50,,,258,80-84,76,50-54,172,80-84,3,PS,1-Jul-17
VIRGINIA,51,5102310,LUNENBURG CO PBLC SCHS,121,77,,,,,51,70-79,3,PS,,,60,70-79,10,LT50,60,80-89,,,1-Jul-17
VIRGINIA,51,5102340,LYNCHBURG CITY PBLC SCHS,607,79,,,9,GE50,292,70-74,22,60-79,,,255,85-89,65,30-34,278,80-84,6,GE50,1-Jul-17
VIRGINIA,51,5102360,MANASSAS CITY PBLC SCHS,567,74,,,24,GE80,96,70-74,278,60-64,,,137,90-94,64,55-59,198,70-74,90,35-39,1-Jul-17
VIRGINIA,51,5102370,MADISON CO PBLC SCHS,145,92,,,,,8,GE50,2,PS,,,127,85-89,16,LE20,57,80-89,,,1-Jul-17
VIRGINIA,51,5102390,MANASSAS PARK CITY PBLC SCHS,239,80,,,22,GE80,22,60-79,116,70-74,,,62,85-89,24,60-79,109,70-74,45,30-39,1-Jul-17
VIRGINIA,51,5102400,MARTINSVILLE CITY PBLC SCHS,171,82,,,1,PS,103,80-84,13,GE50,,,51,80-89,14,LT50,87,70-74,5,PS,1-Jul-17
VIRGINIA,51,5102430,MATHEWS CO PBLC SCHS,111,92,,,1,PS,11,GE50,5,PS,,,93,90-94,10,LT50,27,60-79,,,1-Jul-17
VIRGINIA,51,5102460,MECKLENBURG CO PBLC SCHS,382,83,,,2,PS,168,70-74,9,GE50,,,192,90-94,46,20-29,191,75-79,2,PS,1-Jul-17
VIRGINIA,51,5102490,MIDDLESEX CO PBLC SCHS,90,82,,,,,18,60-79,4,PS,,,61,90-94,8,LT50,34,70-79,,,1-Jul-17
VIRGINIA,51,5102520,MONTGOMERY CO PBLC SCHS,756,90,,,28,GE80,44,80-89,30,GE80,,,636,90,73,50-54,229,75-79,6,GE50,1-Jul-17
VIRGINIA,51,5102580,NELSON CO PBLC SCHS,163,87,,,,,24,GE80,15,GE50,,,120,85-89,16,40-59,61,80-84,2,PS,1-Jul-17
VIRGINIA,51,5102610,NEW KENT CO PBLC SCHS,218,89,,,3,PS,24,GE80,6,GE50,,,171,85-89,30,40-59,45,80-89,,,1-Jul-17
VIRGINIA,51,5102640,NEWPORT NEWS CITY PBLC SCHS,1784,88,,,47,GE90,973,87,170,85-89,,,535,89,205,60-64,835,90,32,70-79,1-Jul-17
VIRGINIA,51,5102670,NORFOLK CITY PBLC SCHS,1870,80,,,49,GE90,1195,76,112,75-79,,,409,89,210,30-34,879,80,26,40-59,1-Jul-17
VIRGINIA,51,5102710,NORTHAMPTON CO PBLC SCHS,109,82,,,,,47,80-89,13,GE50,,,47,80-89,11,LT50,69,80-84,4,PS,1-Jul-17
VIRGINIA,51,5102730,NORTHUMBERLAND CO PBLC SCHS,100,87,,,,,39,80-89,1,PS,,,58,80-89,16,40-59,44,80-89,,,1-Jul-17
VIRGINIA,51,5102760,NORTON CITY PBLC SCHS,57,95,,,,,3,PS,,,,,52,GE90,9,GE50,32,GE90,,,1-Jul-17
VIRGINIA,51,5102790,NOTTOWAY CO PBLC SCHS,153,82,,,1,PS,66,75-79,3,PS,,,76,85-89,19,21-39,79,75-79,2,PS,1-Jul-17
VIRGINIA,51,5102820,ORANGE CO PBLC SCHS,380,92,,,3,PS,60,GE90,20,GE80,,,277,90-94,41,70-79,133,85-89,4,PS,1-Jul-17
VIRGINIA,51,5102850,PAGE CO PBLC SCHS,263,97,,,1,PS,8,GE50,5,PS,,,238,GE95,27,GE80,113,GE95,2,PS,1-Jul-17
VIRGINIA,51,5102880,PATRICK CO PBLC SCHS,201,83,,,,,13,GE50,9,GE50,,,176,85-89,33,50-59,115,80-84,4,PS,1-Jul-17
VIRGINIA,51,5102910,PETERSBURG CITY PBLC SCHS,273,74,,,3,PS,253,70-74,7,GE50,,,10,GE50,40,20-29,116,65-69,5,PS,1-Jul-17
VIRGINIA,51,5102940,PITTSYLVANIA CO PBLC SCHS,711,90,,,1,PS,177,85-89,19,60-79,,,505,92,104,60-64,299,85-89,1,PS,1-Jul-17
VIRGINIA,51,5102980,POQUOSON CITY PBLC SCHS,198,87,,,7,GE50,2,PS,4,PS,,,178,90-94,20,60-79,19,60-79,2,PS,1-Jul-17
VIRGINIA,51,5103000,PORTSMOUTH CITY PBLC SCHS,1014,83,,,7,GE50,752,82,25,GE80,,,186,80-84,118,45-49,473,84,5,PS,1-Jul-17
VIRGINIA,51,5103030,POWHATAN CO PBLC SCHS,352,93,,,2,PS,21,GE80,8,GE50,,,314,94,33,70-79,47,80-89,,,1-Jul-17
VIRGINIA,51,5103060,PRINCE EDWARD CO PBLC SCHS,167,87,,,2,PS,101,80-84,2,PS,,,62,90-94,18,40-59,86,80-84,,,1-Jul-17
VIRGINIA,51,5103090,PRINCE GEORGE CO PBLC SCHS,466,86,,,2,PS,152,85-89,41,80-89,,,246,85-89,52,50-59,178,75-79,6,GE50,1-Jul-17
